"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"TRIM17","1",6,228595901,228602773,1434,7.52e-06,1.59e-05,9.84e-07,87,167,9,87.32795741,181.6333492,13.30514163,0.021756731,0.531081314,1.169142461,2.4e-05,0.744751518,0.255224452,"ENSG00000162931",51127
"TRIM21","11",6,4406514,4411639,1428,4.7e-06,1.26e-05,1.02e-06,85,160,4,50.91189046,132.475885,12.84634992,-2.961711638,-1.169664014,2.444915968,0.093051815,0.898565881,0.008382304,"ENSG00000132109",6737
"TRIM22","11",7,5717462,5730878,1497,5.5e-06,1.31e-05,1.15e-06,71,176,17,64.38405554,149.2710678,15.68025683,-0.511154076,-1.070063762,-0.330143344,3.16e-12,0.021586132,0.978413868,"ENSG00000132274",10346
"TRIM23","5",11,64887595,64920101,1725,5.58e-06,1.62e-05,1.81e-06,81,120,7,67.789809,188.045068,25.09450158,-0.994663864,2.427069804,3.578055076,0.066967184,0.932910792,0.000122024,"ENSG00000113595",373
"TRIM29","11",9,119983121,120008739,1767,1.08e-05,2.22e-05,1.16e-06,113,238,9,124.4220217,250.1660673,16.27702389,0.634808887,0.376230177,1.786718035,9.17e-05,0.934953701,0.064954626,"ENSG00000137699",23650
"TRIM31","6",8,30071312,30080582,1278,5.93e-06,1.2e-05,8.12e-07,43,128,5,70.17153754,138.3043963,12.43686801,2.010866002,0.428569408,2.08893167,0.016388134,0.959524661,0.024087205,"ENSG00000204616",11074
"TRIM32","9",1,119460021,119461983,1962,7.07e-06,2.19e-05,7.27e-07,103,229,3,80.5424,248.6977263,8.65226257,-1.551316865,0.610936618,1.903475016,0.097317644,0.867071831,0.035610526,"ENSG00000119401",22954
"TRIM34","11",7,5653561,5664939,1467,4.54e-06,1.22e-05,1.02e-06,56,167,8,53.83094883,139.7216806,14.14759881,-0.1832749,-1.128760573,1.619026175,0.00020889,0.9081338,0.09165731,"ENSG00000258659",53840
"TRIM35","8",6,27145066,27168752,1482,1.09e-05,2.46e-05,1.12e-06,113,184,7,107.6555539,241.3566907,13.66294838,-0.319322939,1.805805279,1.785598983,0.000940308,0.94195687,0.057102822,"ENSG00000104228",23087
"TRIM36","5",10,114462199,114515734,2187,6.35e-06,1.85e-05,1.55e-06,87,254,9,75.39945818,212.2210381,21.45159569,-0.828215797,-1.402750137,2.663084303,0.00067573,0.995030264,0.004294006,"ENSG00000152503",55521
"TRIM38","6",6,25966750,25983915,1398,5.22e-06,1.27e-05,1e-06,44,137,10,61.60790346,146.3192474,13.79627096,1.390717141,0.376829087,1.012432204,4.75e-06,0.637516773,0.362478476,"ENSG00000112343",10475
"TRIM4","7",7,99489785,99517024,1503,8.1e-06,1.76e-05,1.28e-06,68,153,11,72.88080684,160.5461306,15.3626044,0.35443353,0.291299108,1.102562169,1.68e-06,0.653781578,0.346216739,"ENSG00000146833",89122
"TRIM40","6",5,30104813,30115589,690,2.4e-06,6.07e-06,6.49e-07,30,80,10,28.77244683,68.8552895,9.052977885,-0.14187316,-0.656926148,-0.31178419,1.53e-07,0.121049071,0.878950776,"ENSG00000204614",135644
"TRIM42","3",5,140397071,140419816,2172,1.01e-05,2.41e-05,1.52e-06,119,257,21,117.063925,275.2045129,19.32813751,-0.110934276,0.53674424,-0.376699733,5.58e-15,0.007138542,0.992861458,"ENSG00000155890",287015
"TRIM45","1",6,117654926,117663823,1743,7.52e-06,1.84e-05,1.11e-06,72,194,11,87.773593,210.8972672,15.09893672,1.043753898,0.569112605,1.044931241,1.45e-06,0.621075331,0.378923221,"ENSG00000134253",80263
"TRIM48","11",5,55029743,55036814,675,2.21e-06,5.69e-06,7.2e-07,36,99,16,25.24807048,59.69530668,7.313575892,-1.326544395,-2.488231062,-3.181747978,1.77e-14,0.000532837,0.999467163,"ENSG00000150244",79097
"TRIM49B","11",6,49053151,49059529,1359,4.02e-06,1.08e-05,9.95e-07,51,107,8,44.1223279,115.8814592,11.9359281,-0.641891523,0.4035485,1.128518813,7.56e-05,0.751263804,0.24866063,"ENSG00000182053",283116
"TRIM5","11",7,5686038,5701407,1482,5.23e-06,1.37e-05,1.15e-06,70,187,13,62.236866,158.3647774,15.99604848,-0.61004582,-1.112979929,0.742048269,4.37e-08,0.362578825,0.637421132,"ENSG00000132256",85363
"TRIM50","7",6,72726916,72738785,1464,9.54e-06,2.01e-05,1.07e-06,82,170,10,89.09382989,187.499122,12.87100572,0.465914704,0.625075611,0.792715819,2.73e-06,0.516929131,0.483068144,"ENSG00000146755",135892
"TRIM51","11",6,55652904,55659108,1359,4.15e-06,1.15e-05,8.44e-07,59,144,9,48.12992165,128.5745803,11.81638767,-0.971347419,-0.665388543,0.811595757,1.05e-05,0.567442004,0.432547505,"ENSG00000124900",84767
"TRIM52","5",2,180684414,180687814,894,4.16e-06,9.69e-06,9.32e-07,38,93,9,47.993807,110.6400331,11.39636079,0.894309618,0.82027399,0.703167537,8.08e-06,0.511466842,0.488525076,"ENSG00000183718",84851
"TRIM54","2",9,27505599,27529409,1203,7.15e-06,1.49e-05,9.03e-07,60,142,10,67.42112616,138.926203,11.14835178,0.560301126,-0.12755573,0.340689935,8.25e-07,0.297899937,0.702099238,"ENSG00000138100",57159
"TRIM55","8",10,67039503,67086828,1647,6.27e-06,1.5e-05,1.27e-06,80,212,9,74.48058605,172.4584634,18.34874671,-0.396479344,-1.472744081,2.161921281,0.000207996,0.977468439,0.022323564,"ENSG00000147573",84675
"TRIM56","7",1,100730593,100732861,2268,1.49e-05,3.2e-05,1.06e-06,165,253,4,169.432,363.16093,12.41620086,0.211082146,2.827446555,2.36598195,0.080157922,0.909157185,0.010684892,"ENSG00000169871",81844
"TRIM58","1",6,248020548,248039791,1461,1e-05,2.01e-05,1.1e-06,82,155,11,82.32754825,168.9019442,12.232502,0.022379712,0.52320672,0.34907578,2.08e-07,0.260156184,0.739843608,"ENSG00000162722",25893
"TRIM59","3",1,160155759,160156971,1212,3.46e-06,9.48e-06,8.39e-07,44,125,4,39.56752,107.8262089,9.92026018,-0.436844471,-0.808948153,1.861954004,0.032110957,0.926300225,0.041588819,"ENSG00000213186",286827
"TRIM6","11",8,5618127,5632572,1551,5.22e-06,1.43e-05,1.59e-06,60,211,17,62.38512846,165.2258395,21.32437263,0.187206522,-1.741800243,0.92762978,3.79e-10,0.313675511,0.686324489,"ENSG00000121236",117854
"TRIM6-TRIM34","11",14,5618127,5664939,2529,8.2e-06,2.19e-05,2.45e-06,95,307,22,98.13530463,252.7273178,33.21590464,0.19620764,-1.669828435,1.927750989,2.31e-11,0.852282966,0.147717034,"ENSG00000258588",445372
"TRIM60","4",1,165961224,165962640,1416,4.27e-06,1.11e-05,1.08e-06,63,155,11,48.81338,126.1219801,12.66035552,-1.258806488,-1.257732072,0.462240375,2.87e-07,0.306741039,0.693258674,"ENSG00000176979",166655
"TRIM62","1",5,33612777,33647033,1428,1.18e-05,2.29e-05,9.39e-07,91,131,6,114.9839334,225.8436645,10.85714096,1.386598533,3.086888604,1.460201065,0.001611418,0.886165554,0.112223027,"ENSG00000116525",55223
"TRIM63","1",9,26378363,26393985,1062,4.73e-06,1.1e-05,8.78e-07,60,127,16,57.03925061,127.3726563,13.45794362,-0.2430325,0.016152422,-0.686413049,4.72e-12,0.014241718,0.985758282,"ENSG00000158022",84676
"TRIM64C","11",7,49075265,49080664,1344,4.28e-06,1.13e-05,1.21e-06,7,12,2,1.654492898,4.317347561,0.656326448,-2.576356396,-1.808502617,-1.642946957,0.012116567,0.412858396,0.575025036,"ENSG00000214891",646754
"TRIM65","17",6,73886859,73893018,1554,1.08e-05,2.26e-05,1.02e-06,62,150,12,71.78211612,152.1684952,9.743694812,0.715771348,0.085983175,-0.716020888,2.48e-09,0.041025355,0.958974643,"ENSG00000141569",201292
"TRIM68","11",6,4621505,4626734,1458,5.04e-06,1.47e-05,1.35e-06,72,189,17,59.667671,169.2112121,17.83922161,-0.989749049,-0.744083042,0.196824146,2.15e-11,0.065711116,0.934288884,"ENSG00000167333",55128
"TRIM69","15",7,45028902,45059970,1503,4.78e-06,1.17e-05,9.63e-07,59,178,14,53.20167809,126.5716833,12.26259718,-0.492820727,-2.235889439,-0.491472208,1.96e-10,0.034254572,0.965745428,"ENSG00000185880",140691
"TRIM7","5",7,180622165,180632110,1536,1.31e-05,2.61e-05,1.03e-06,88,146,4,94.83676925,194.6439443,11.86382711,0.435223203,1.705393043,2.26157621,0.065940078,0.919521557,0.014538365,"ENSG00000146054",81786
"TRIM72","16",6,31226059,31236076,1434,1.35e-05,2.51e-05,7.76e-07,48,126,6,101.5828781,195.89474,8.539660374,3.295834167,2.44258316,0.860884793,0.000530648,0.694276942,0.305192409,"ENSG00000177238",493829
"TRIML1","4",6,189060712,189068526,1407,6.97e-06,1.37e-05,8e-07,83,193,14,80.74118827,155.5991086,11.41310349,-0.155840946,-1.46654359,-0.758519694,9.17e-11,0.021982985,0.978017015,"ENSG00000184108",339976
"TRIML2","4",7,189012526,189026372,1164,5.18e-06,1.08e-05,7.29e-07,59,141,13,61.570305,125.1253665,11.19216635,0.203070905,-0.694139111,-0.535292407,8.26e-10,0.041333365,0.958666634,"ENSG00000179046",205860
"TRIOBP","22",21,38097372,38168769,7098,3.44e-05,8.44e-05,7.24e-06,379,918,35,354.1030867,864.7676235,81.42141565,-0.820219139,-0.885406728,5.096109719,8.95e-13,0.999999978,2.21e-08,"ENSG00000100106",11078
"TRIP11","14",21,92436016,92506029,5940,1.83e-05,4.59e-05,5e-06,258,557,26,210.1393231,515.1409225,62.78346338,-2.046797427,-0.902076425,4.598536926,2.34e-09,0.999999518,4.8e-07,"ENSG00000100815",9321
"TRIP4","15",13,64680062,64747263,1746,6e-06,1.54e-05,2.05e-06,60,189,15,65.54211723,165.5952238,27.33948772,0.424390011,-0.889605588,2.337715394,3.04e-07,0.981785682,0.018214014,"ENSG00000103671",9325
"TRIT1","1",11,40307415,40349163,1404,5.81e-06,1.45e-05,1.38e-06,56,142,16,66.03552042,160.9264794,19.6235462,0.765597441,0.729748129,0.810279317,9.43e-10,0.283674533,0.716325466,"ENSG00000043514",54802
"TRMT1","19",16,13215748,13227213,1980,1.24e-05,2.84e-05,2e-06,132,257,13,136.37368,306.8678196,27.46146139,0.232184433,1.392390345,2.733631968,8.74e-06,0.996280296,0.00371096,"ENSG00000104907",55621
"TRMT10A","4",7,100470244,100480495,1020,3.29e-06,9.43e-06,1.38e-06,32,108,10,38.56922513,105.2069543,17.56466542,0.655757629,-0.13318799,1.787967008,2.84e-05,0.930074705,0.069896921,"ENSG00000145331",93587
"TRMT10B","9",8,37761928,37777704,951,3.37e-06,8.38e-06,9.35e-07,44,106,8,37.85665283,88.25478127,12.28322775,-0.618989987,-0.923907939,1.210611136,8.98e-05,0.784443389,0.215466764,"ENSG00000165275",158234
"TRMT10C","3",1,101283625,101284837,1212,3.3e-06,9.45e-06,7.33e-07,43,108,8,37.80731,107.5233071,8.72424679,-0.523544946,-0.022485901,0.242891485,1.06e-05,0.350004067,0.649985342,"ENSG00000174173",54931
"TRMT11","6",13,126307696,126359982,1392,4.84e-06,1.22e-05,1.29e-06,63,157,11,54.9381358,132.9878433,18.69964365,-0.674291535,-1.018456572,1.763776859,8.24e-06,0.918907636,0.081084126,"ENSG00000066651",60487
"TRMT13","1",11,100598724,100614376,1446,5.45e-06,1.24e-05,1.22e-06,59,140,10,64.84073436,141.6628747,17.64253826,0.449668692,0.068336774,1.802381773,2.93e-05,0.93274405,0.067226654,"ENSG00000122435",54482
"TRMT2A","22",12,20100085,20104429,1878,1.14e-05,2.42e-05,1.49e-06,154,279,11,124.5782601,260.8972888,19.83080974,-1.634165447,-0.548182208,1.96435498,1.31e-05,0.954123928,0.045863013,"ENSG00000099899",27037
"TRMT2B","X",12,100265569,100297278,1515,4.92e-06,1.33e-05,1.58e-06,54,93,9,42.45838367,107.419833,16.51286313,-1.098081427,0.680508535,1.831403251,0.000100905,0.942225963,0.057673132,"ENSG00000188917",79979
"TRMT44","4",11,8442549,8477728,2274,1.3e-05,2.7e-05,1.83e-06,66,194,18,64.318991,148.8716684,14.95869163,-0.129942175,-1.809086565,-0.778938785,1.48e-13,0.006885759,0.993114241,"ENSG00000155275",152992
"TRMT6","20",11,5919180,5931051,1494,5.84e-06,1.43e-05,1.46e-06,76,141,9,69.8981358,164.1912704,20.61209401,-0.452458662,0.885251077,2.533606632,0.000492532,0.992782876,0.006724592,"ENSG00000089195",51605
"TRMT61A","14",3,103996315,104001158,870,7.1e-06,1.47e-05,4.64e-07,66,106,4,72.76533309,150.3552995,5.962898209,0.491672818,1.76930481,0.796267127,0.005702065,0.722619502,0.271678433,"ENSG00000166166",115708
"TRMT61B","2",7,29073064,29093143,1434,6.94e-06,1.46e-05,1.28e-06,76,183,11,80.30655758,164.5486982,17.0621449,0.297923318,-0.703551963,1.453781824,4.01e-06,0.824673661,0.175322331,"ENSG00000171103",55006
"TRMU","22",11,46731661,46752903,1266,6.48e-06,1.41e-05,1.07e-06,82,167,14,70.65860507,152.1014123,16.21792989,-0.836436994,-0.590874567,0.545556566,5.76e-09,0.228805808,0.771194186,"ENSG00000100416",55687
"TRNT1","3",7,3170724,3189838,1305,4.07e-06,1.06e-05,8.73e-07,50,190,10,48.42203227,121.4797691,12.70973047,-0.140581019,-3.040766423,0.75291787,2.46e-06,0.495284734,0.504712807,"ENSG00000072756",51095
"TRO","X",11,54948679,54957453,4296,1.62e-05,3.85e-05,1.82e-06,124,270,7,114.7448756,266.3733183,15.11595003,-0.535628741,-0.108688293,2.067813331,0.00166962,0.97134451,0.02698587,"ENSG00000067445",7216
"TROAP","12",14,49717391,49725400,2337,9.52e-06,2.43e-05,1.97e-06,109,273,15,111.9564805,277.0233718,27.32068006,0.173221852,0.118236471,2.334955607,3.02e-07,0.981604197,0.018395501,"ENSG00000135451",10024
"TRPA1","8",27,72935140,72987644,3360,1.19e-05,2.91e-05,2.87e-06,140,351,37,141.6699692,330.281091,42.23231868,0.086981519,-0.557623874,0.797556437,9.97e-23,0.006991883,0.993008117,"ENSG00000104321",8989
"TRPC3","4",12,122800890,122872835,2766,1.54e-05,3.25e-05,1.93e-06,126,174,10,147.045591,317.3692845,24.74787641,1.075931769,3.936317889,2.936636614,0.000446956,0.99796882,0.001584224,"ENSG00000138741",7222
"TRPC6","11",13,101323685,101454234,2796,1.07e-05,2.66e-05,1.97e-06,126,234,9,115.9634113,287.7993355,26.55869375,-0.57779742,1.551130396,3.375036656,0.004564105,0.995159289,0.000276606,"ENSG00000137672",7225
"TRPC7","5",12,135549122,135700942,2589,1.57e-05,3.18e-05,2.14e-06,156,232,9,169.1559164,336.1607298,25.42076111,0.62708519,2.778733474,3.226180328,0.002986152,0.996503541,0.000510307,"ENSG00000069018",57113
"TRPM1","15",27,31294024,31453162,4929,2.3e-05,5.26e-05,4.2e-06,275,561,51,263.4926872,590.5367734,56.82807884,-0.439479459,0.594506207,0.765832177,1.17e-31,0.000371177,0.999628823,"ENSG00000134160",4308
"TRPM2","21",32,45773583,45861700,4512,3.2e-05,6.15e-05,3.8e-06,382,677,43,346.5994972,655.752453,51.92432451,-1.178812888,-0.405839517,1.226816423,3.37e-25,0.012474064,0.987525936,"ENSG00000142185",7226
"TRPM3","9",25,73150868,73736270,5124,2.27e-05,5.41e-05,4.26e-06,252,474,20,264.5177562,616.5945731,57.98986863,0.477144609,2.808792521,4.941757882,7.74e-06,0.9999922,6.2e-08,"ENSG00000083067",80036
"TRPM4","19",25,49661123,49714755,3645,2.56e-05,5.46e-05,3.08e-06,205,479,33,258.0307789,549.1263893,41.31888072,2.046641572,1.463732913,1.281977416,6.36e-19,0.085771619,0.914228381,"ENSG00000130529",54795
"TRPM5","11",24,2426166,2444266,3498,2.44e-05,4.92e-05,2.66e-06,271,469,27,213.9481157,425.0569917,30.5751015,-2.418050214,-1.042515616,0.640463071,7.64e-17,0.028870701,0.971129299,"ENSG00000070985",29850
"TRPM7","15",39,50853874,50978730,5598,1.67e-05,4.53e-05,5.14e-06,235,480,27,201.3131436,518.9814383,72.419005,-1.471887037,0.836947063,5.286898911,1.66e-08,0.999999978,5.86e-09,"ENSG00000092439",54822
"TRPM8","2",24,234835182,234923256,3315,1.6e-05,3.5e-05,3.25e-06,199,401,30,186.8740574,397.9139209,45.62735318,-0.549906553,-0.075671424,2.291724844,4.74e-15,0.905281975,0.094718025,"ENSG00000144481",79054
"TRPT1","11",7,63991347,63993332,768,3.46e-06,8.21e-06,8.77e-07,38,77,5,36.4733375,82.21988693,10.80562146,-0.156712643,0.281571937,1.749498328,0.008675849,0.93496571,0.056358441,"ENSG00000149743",83707
"TRPV1","17",15,3470108,3495644,2520,1.63e-05,3.02e-05,1.91e-06,185,313,21,148.4219127,272.4741006,21.8907836,-1.861322417,-1.200843769,0.188595462,5.64e-14,0.027680892,0.972319108,"ENSG00000196689",7442
"TRPV2","17",14,16320982,16340203,2295,1.24e-05,2.53e-05,2.34e-06,140,256,10,141.7472936,282.2271299,31.53105238,0.090982844,0.763602583,3.798269096,0.005629157,0.994329511,4.13e-05,"ENSG00000187688",51393
"TRPV3","17",17,3417210,3458144,2376,1.49e-05,2.91e-05,1.97e-06,169,312,23,161.8231729,313.4959772,27.80153251,-0.349751781,0.041326826,0.90205955,8.74e-14,0.127313262,0.872686738,"ENSG00000167723",162514
"TRPV4","12",15,110221425,110252601,2616,1.64e-05,3.45e-05,1.95e-06,190,256,13,183.3691929,380.4123479,26.98882102,-0.30356537,3.119985042,2.667342915,7.32e-06,0.995214651,0.00477803,"ENSG00000111199",59341
"TRPV5","7",15,142605679,142630556,2190,9.67e-06,2.38e-05,1.97e-06,132,276,19,114.5152815,272.4031894,28.20365763,-1.012921742,-0.106592499,1.71671198,4.66e-10,0.797562355,0.202437645,"ENSG00000127412",56302
"TRPV6","7",15,142569459,142583261,2178,9.97e-06,2.52e-05,1.95e-06,123,252,10,117.67612,287.6464624,27.82551692,-0.304253252,1.028025302,3.347419909,0.001413484,0.998282989,0.000303527,"ENSG00000165125",55503
"TRUB1","10",8,116698012,116735138,1050,5.74e-06,1.05e-05,8.19e-07,50,98,7,60.5507417,110.8835266,12.26268209,0.84056762,0.598434902,1.4886893,0.000523645,0.885601091,0.113875264,"ENSG00000165832",142940
"TRUB2","9",8,131071828,131084687,996,5.75e-06,1.27e-05,7.04e-07,69,137,6,65.54496561,141.1801293,10.68630342,-0.264564532,0.172074468,1.420058984,0.001495702,0.876799062,0.121705236,"ENSG00000167112",26995
"TSACC","1",3,156309548,156316773,378,1.26e-06,2.94e-06,2.28e-07,7,38,2,15.43350459,34.12132399,3.783498102,1.330837748,-0.324778665,0.908271295,0.069791726,0.738398916,0.191809358,"ENSG00000163467",128229
"TSEN2","3",11,12531299,12574220,1398,5.67e-06,1.36e-05,1.46e-06,65,199,10,68.37418641,157.7348985,20.89950411,0.252972249,-1.607072337,2.361720262,0.000104861,0.987514431,0.012380708,"ENSG00000154743",80746
"TSEN54","17",11,73512641,73520493,1581,9.88e-06,2.15e-05,1.36e-06,73,166,10,84.28884897,184.3374434,16.43433628,0.762279349,0.660613503,1.57223477,1.76e-05,0.878799611,0.121182822,"ENSG00000182173",283989
"TSFM","12",7,58176584,58190366,1041,4.93e-06,1.07e-05,8.05e-07,50,111,10,43.61261866,94.53756896,8.53113917,-0.599606227,-0.828148439,-0.498157709,9.8e-08,0.094254449,0.905745453,"ENSG00000123297",10102
"TSGA13","7",7,130353853,130370048,828,3.71e-06,8.14e-06,6.91e-07,35,102,12,44.9326672,95.1987432,10.764141,0.918616792,-0.340949628,-0.373137549,6.1e-09,0.06890101,0.931098983,"ENSG00000213265",114960
"TSHB","1",2,115575983,115576848,417,1.28e-06,3.5e-06,1.58e-07,18,35,3,15.373729,40.4698795,2.63338239,-0.415240047,0.420560335,-0.223792767,0.005758085,0.487264813,0.506977101,"ENSG00000134200",7252
"TSHR","14",10,81422024,81610697,2295,1.01e-05,2.21e-05,1.21e-06,119,258,11,118.090784,254.7545909,17.88012673,-0.051868163,-0.099454319,1.611761841,5.8e-06,0.879485782,0.120508415,"ENSG00000165409",7253
"TSLP","5",4,110407588,110411772,480,2.32e-06,4.87e-06,4.37e-07,29,53,3,27.920302,56.9101091,6.62604071,-0.12667547,0.253519103,1.395389109,0.044788174,0.851408999,0.103802827,"ENSG00000145777",85480
"TSNARE1","8",12,143310844,143436085,1542,1e-05,2.13e-05,1.45e-06,104,256,13,106.9782351,224.0516156,19.54479458,0.178507172,-1.043978461,1.466459727,3.6e-07,0.792734251,0.207265389,"ENSG00000171045",203062
"TSNAXIP1","16",14,67854756,67861896,1977,8.23e-06,2.03e-05,1.79e-06,97,259,26,96.9719375,230.0747584,25.57792913,-0.001766502,-0.932735087,-0.082668945,9.27e-18,0.004367943,0.995632057,"ENSG00000102904",55815
"TSPAN1","1",7,46646779,46651205,726,3.61e-06,6.99e-06,5.58e-07,42,78,6,43.50217337,81.16003972,9.110412552,0.141192969,0.171568619,1.020795296,0.000714382,0.755007896,0.244277722,"ENSG00000117472",10103
"TSPAN10","17",4,79609438,79615324,1068,8.32e-06,1.47e-05,4.78e-07,67,104,8,67.08129316,119.408169,5.49805968,0.006152985,0.689685823,-1.056968227,7.87e-07,0.086949129,0.913050084,"ENSG00000182612",83882
"TSPAN11","12",7,31106925,31144850,762,4.68e-06,9.14e-06,6.92e-07,46,113,8,53.10825843,100.4724216,10.25856093,0.604688514,-0.611309303,0.698519071,2.96e-05,0.551035577,0.448934825,"ENSG00000110900",441631
"TSPAN15","10",8,71211350,71266734,885,4.95e-06,1.08e-05,7.84e-07,45,88,6,51.20977927,108.834689,11.18621914,0.537959062,0.976832284,1.536027258,0.001855808,0.902378587,0.095765605,"ENSG00000099282",23555
"TSPAN16","19",7,11406973,11437520,738,4.08e-06,7.7e-06,4.84e-07,45,96,6,45.27053491,81.80527436,7.257235433,0.024926257,-0.767631847,0.462296626,0.000252238,0.533132847,0.466614915,"ENSG00000130167",26526
"TSPAN17","5",9,176074616,176084699,999,5.74e-06,1.11e-05,1.2e-06,58,109,10,63.17115837,118.3395902,15.79840397,0.403346235,0.419932699,1.445078784,1.32e-05,0.83749135,0.162495452,"ENSG00000048140",26262
"TSPAN19","12",8,85408265,85423724,747,2.1e-06,5.25e-06,6.79e-07,16,59,11,17.71230672,41.26523016,7.133856536,0.252228552,-1.350360969,-1.43385568,2.64e-09,0.022245274,0.977754724,"ENSG00000231738",144448
"TSPAN2","1",8,115593110,115632053,666,3.12e-06,7.24e-06,8.86e-07,38,81,8,33.89994923,74.68872996,12.51644863,-0.436555105,-0.357195246,1.264579655,0.000100587,0.804850683,0.19504873,"ENSG00000134198",10100
"TSPAN32","11",10,2323379,2339154,963,5.7e-06,1.18e-05,1.05e-06,55,127,7,50.12693503,102.6883669,12.32181611,-0.426693119,-1.173462744,1.501800451,0.000537261,0.88875402,0.110708719,"ENSG00000064201",10077
"TSPAN33","7",8,128784820,128807715,852,3.81e-06,8.71e-06,8.62e-07,37,81,8,41.95659499,93.36581829,12.569715,0.474386565,0.625958345,1.276780021,0.000103178,0.809300313,0.190596509,"ENSG00000158457",340348
"TSPAN4","11",7,850304,866630,717,5.98e-06,9.51e-06,7.03e-07,82,113,9,63.40019754,98.57767719,9.722282841,-1.448146273,-0.710497112,0.229463114,2.52e-06,0.298784746,0.701212729,"ENSG00000214063",7106
"TSPAN6","X",7,99885794,99891691,738,3.15e-06,7.1e-06,5.93e-07,25,52,3,20.51298229,44.01849335,5.559067632,-0.614176347,-0.588415205,1.07515344,0.028202183,0.799027866,0.172769951,"ENSG00000000003",7105
"TSPAN8","12",8,71519113,71551458,714,2.41e-06,6.01e-06,7e-07,27,77,5,29.93840307,69.6515504,10.81104055,0.332924772,-0.430672175,1.750692303,0.008694721,0.93510239,0.056202888,"ENSG00000127324",7103
"TSPEAR","21",12,45919665,46131429,2010,1.41e-05,2.61e-05,1.76e-06,163,331,18,152.7853668,278.9843167,23.32271859,-0.512306533,-1.523214338,1.091776352,1.87e-10,0.382273867,0.617726133,"ENSG00000175894",54084
