"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"SF3A1","22",16,30730582,30752781,2382,1.07e-05,2.56e-05,1.97e-06,124,140,3,116.7323742,277.0716232,28.19729406,-0.417008385,4.027800412,4.700454418,0.994075396,0.005924598,6.73e-09,"ENSG00000099995",10291
"SF3A3","1",17,38423857,38455637,1506,5.07e-06,1.36e-05,2.2e-06,66,62,1,61.2964909,152.7128221,30.18638663,-0.372437783,3.590436904,5.262164581,0.999895352,0.000104648,8.76e-12,"ENSG00000183431",10946
"SF3B1","2",25,198257026,198299723,3915,1.29e-05,3.6e-05,3.79e-06,142,83,1,153.8889243,409.5363551,52.25669424,0.594138207,7.892268258,7.023754404,0.999999973,2.72e-08,1.62e-20,"ENSG00000115524",23451
"SF3B2","11",22,65819855,65836216,2688,1.18e-05,2.98e-05,2.74e-06,136,186,4,138.5316645,337.5681504,39.02484714,0.133348183,4.035002401,5.553865013,0.999459845,0.000540155,3.95e-12,"ENSG00000087365",10992
"SF3B3","16",25,70560559,70605716,3654,1.38e-05,3.57e-05,3.57e-06,190,187,5,165.3764132,412.2654901,50.60224434,-1.187036931,5.426536498,6.350252609,0.999962978,3.7e-05,1.17e-15,"ENSG00000189091",23450
"SF3B4","1",6,149895433,149899651,1275,5.32e-06,1.33e-05,1.08e-06,69,45,1,53.99129841,132.5676334,12.1439299,-1.266282682,3.719985311,3.167732736,0.918007232,0.081882217,0.000110551,"ENSG00000143368",10262
"SFMBT1","3",20,52939151,53003144,2601,9.62e-06,2.44e-05,2.29e-06,101,235,4,116.1413705,281.7593364,33.59203482,0.871007582,1.362527675,5.057622158,0.995894208,0.004105791,5.56e-10,"ENSG00000163935",51460
"SFMBT2","10",20,7205731,7423860,2685,1.49e-05,3.05e-05,2.76e-06,168,286,5,164.369086,330.6395682,38.36003336,-0.17557135,1.200768559,5.335518819,0.99640777,0.00359223,8.12e-11,"ENSG00000198879",57713
"SFPQ","1",10,35650056,35658650,2124,1.4e-05,3.01e-05,2.2e-06,117,110,1,100.4309563,241.8573768,26.15347521,-1.024971667,4.14706914,4.872176096,0.99952726,0.000472739,3.45e-10,"ENSG00000116560",6421
"SFSWAP","12",19,132195774,132284033,3012,2.03e-05,3.98e-05,2.16e-06,203,263,2,216.1210993,416.271976,30.04095752,0.553313303,3.674435978,5.067872201,0.999425434,0.000574566,1.12e-10,"ENSG00000061936",6433
"SGIP1","1",25,67000041,67208778,2487,1.02e-05,2.32e-05,2.3e-06,124,285,3,123.6728509,269.33166,35.78460719,-0.018234453,-0.466976047,5.428896174,0.999651093,0.000348907,6.74e-12,"ENSG00000118473",84251
"SGK1","6",14,134491405,134638598,1581,7.06e-06,1.51e-05,1.44e-06,81,144,2,83.86437966,172.6620903,21.5550917,0.193906035,1.066905463,4.172290886,0.986448163,0.013551585,2.52e-07,"ENSG00000118515",6446
"SGSM1","22",26,25202292,25320241,3447,2.04e-05,4.2e-05,3e-06,217,354,6,209.4658799,419.3746902,37.78205546,-0.322718729,1.561439179,5.121874038,0.977248923,0.022751076,1.51e-09,"ENSG00000167037",129049
"SGTB","5",10,64966072,65016634,915,2.87e-06,7.51e-06,8.99e-07,27,52,0,36.30419044,88.10404749,14.04054027,0.957303558,1.881370732,3.711774625,0.991633523,0.008364589,1.89e-06,"ENSG00000197860",54557
"SH2B1","16",8,28877415,28885141,2271,1.29e-05,2.77e-05,1.44e-06,129,265,2,133.7942735,287.5528413,18.37586254,0.256954282,0.650516259,3.784164605,0.95682971,0.043165859,4.43e-06,"ENSG00000178188",25970
"SH3GL2","9",9,17579240,17795741,1059,3.66e-06,9.31e-06,1.16e-06,62,85,2,43.71645824,106.6355546,16.49016913,-1.714301693,1.024788574,3.534684279,0.916295307,0.083681044,2.36e-05,"ENSG00000107295",6456
"SH3KBP1","X",18,19554534,19905428,1998,1.08e-05,2.1e-05,1.7e-06,95,117,0,88.79793216,166.225653,18.92258626,-0.408023064,1.867494469,4.309034613,0.998643128,0.00135685,2.23e-08,"ENSG00000147010",30011
"SH3RF3","2",10,109745996,110259248,2649,2.2e-05,3.97e-05,1.47e-06,132,207,0,114.758667,213.5315947,11.83452666,-0.997761343,0.218627587,3.407730178,0.981100872,0.018885189,1.39e-05,"ENSG00000172985",344558
"SHANK1","19",23,51165221,51220176,6486,5.52e-05,9.79e-05,4.99e-06,332,460,2,432.3808338,772.1121032,50.85716025,2.99272584,5.493978268,6.786437463,0.999999761,2.39e-07,6.53e-19,"ENSG00000161681",50944
"SHANK2","11",33,70318973,70858372,5553,3.96e-05,7.44e-05,4.51e-06,248,396,0,295.4097193,541.1321327,26.50091574,1.710032216,3.051604977,5.099412784,0.99992017,7.98e-05,2.24e-11,"ENSG00000162105",22941
"SHANK3","22",23,51113069,51169740,5244,4.9e-05,9.02e-05,3.62e-06,296,313,1,290.4748472,548.5931836,29.04468064,-0.200975526,4.919873356,5.15474144,0.99983962,0.00016038,2.48e-11,"ENSG00000251322",85358
"SHH","7",3,155595593,155604816,1389,1.57e-05,2.53e-05,6.76e-07,66,79,0,130.4501601,209.8997197,7.57592575,3.498253967,4.419256446,2.726512888,0.912961328,0.086410825,0.000627847,"ENSG00000164690",6469
"SHOC2","10",8,112724116,112771576,1749,5.1e-06,1.41e-05,9.62e-07,63,95,0,60.50219354,161.774674,14.063729,-0.199077982,2.567870294,3.714838629,0.991705192,0.008292959,1.85e-06,"ENSG00000108061",8036
"SHROOM4","X",9,50339694,50557018,4482,1.56e-05,4.06e-05,2.7e-06,129,308,1,111.2901997,286.0246678,21.6165835,-1.040721851,-0.635549674,4.392510573,0.997425925,0.002574054,2.15e-08,"ENSG00000158352",57477
"SIAH1","16",2,48395490,48399388,942,3.76e-06,9.26e-06,7.42e-07,52,34,0,42.74319568,104.4308419,9.100870937,-0.87776218,3.371046723,2.98834801,0.949054585,0.050782726,0.00016269,"ENSG00000196470",6477
"SIK1","21",13,44836621,44846058,2352,1.73e-05,3.28e-05,1.63e-06,160,251,1,155.7181803,290.7810504,19.26972977,-0.212718925,1.14106444,4.122721008,0.993830465,0.006169354,1.81e-07,"ENSG00000142178",150094
"SIK2","11",15,111473287,111594853,2781,1.22e-05,2.89e-05,2.48e-06,113,216,2,133.6991147,310.8108531,33.4075466,1.109779541,2.630429341,5.382715351,0.999836809,0.000163191,5.23e-12,"ENSG00000170145",23235
"SIK3","11",23,116717111,116968957,3792,1.71e-05,4.04e-05,2.65e-06,216,356,3,197.2047998,454.7497246,38.69622822,-0.829731589,2.264988577,5.684309429,0.999882541,0.000117459,4.75e-13,"ENSG00000160584",23387
"SIM1","6",11,100838236,100911344,2301,1.36e-05,2.65e-05,1.92e-06,128,269,2,154.2592615,296.8869343,25.55888847,1.310710912,0.791628067,4.616081943,0.996936183,0.003063811,6.64e-09,"ENSG00000112246",6492
"SIN3A","15",20,75664319,75722716,3822,1.4e-05,3.77e-05,3.38e-06,188,234,0,164.9340629,429.0123982,45.78987251,-1.113434342,4.605149698,6.703079931,0.999999941,5.88e-08,5.23e-19,"ENSG00000169375",25942
"SIN3B","19",20,16940231,16989538,3489,2.53e-05,5.09e-05,2.51e-06,233,302,4,249.4063336,500.4110564,31.87990423,0.644030546,4.338293833,4.891279566,0.992239405,0.007760592,2.63e-09,"ENSG00000127511",23309
"SIPA1L1","14",21,72054589,72205878,5415,2.34e-05,5.46e-05,4.13e-06,290,519,3,273.4669677,627.256032,55.42041712,-0.619795844,2.114199869,6.975177453,0.999999774,2.26e-07,1.15e-19,"ENSG00000197555",26037
"SIPA1L2","1",21,232534872,232651085,5169,2.69e-05,5.53e-05,4.19e-06,324,600,8,309.2172959,626.8852557,55.67807471,-0.521160317,0.525215249,6.32945475,0.999219706,0.000780294,1.62e-14,"ENSG00000116991",57568
"SIPA1L3","19",20,38572205,38696880,5346,3.97e-05,7.59e-05,3.49e-06,395,692,5,433.3079193,821.6451581,44.80952015,1.140878753,2.212232375,5.891033679,0.999676986,0.000323014,2.29e-13,"ENSG00000105738",23094
"SIRT1","10",9,69644479,69676350,2244,1.22e-05,2.39e-05,1.57e-06,88,154,2,66.03705626,169.350111,18.06644156,-1.67550634,0.576945734,3.74432152,0.951787841,0.048206316,5.84e-06,"ENSG00000096717",23411
"SIX1","14",2,61113000,61115907,855,6.64e-06,1.2e-05,6.37e-07,63,77,0,76.04542,137.000887,8.05810976,0.927408269,2.507335964,2.811941548,0.926377064,0.073212338,0.000410598,"ENSG00000126778",6495
"SKAP2","7",12,26709718,26904048,1080,3.02e-06,8.66e-06,1.07e-06,40,92,2,37.45718916,98.26718908,16.27132895,-0.257570293,0.309232445,3.504633393,0.909797278,0.090174061,2.87e-05,"ENSG00000005020",8935
"SKI","1",7,2160205,2238204,2187,2.19e-05,3.88e-05,1.24e-06,165,183,0,163.6074286,285.3402645,11.8782619,-0.067495437,2.96334091,3.414020358,0.9814021,0.018584501,1.34e-05,"ENSG00000157933",6497
"SKP2","5",10,36152364,36182133,1275,5.13e-06,1.21e-05,1.35e-06,54,101,1,62.3004353,140.9271613,19.46324963,0.651936106,1.645083265,4.145626545,0.994258761,0.005741087,1.52e-07,"ENSG00000145604",6502
"SLAIN1","13",7,78273058,78337355,1281,5.03e-06,1.26e-05,1.32e-06,56,94,1,50.31809607,120.7100567,14.14180122,-0.496570514,1.189104865,3.461721768,0.959443822,0.040537459,1.87e-05,"ENSG00000139737",122060
"SLC12A2","5",27,127419646,127522323,3639,1.91e-05,4e-05,3.02e-06,153,280,5,188.1019416,402.1884962,43.33107832,1.586658653,2.980107746,5.768208793,0.999438622,0.000561378,8.79e-13,"ENSG00000064651",6558
"SLC12A5","20",26,44650404,44686244,3420,1.74e-05,4.14e-05,2.8e-06,179,205,2,190.8339687,443.2164877,40.22922358,0.531071677,5.534524351,5.970549765,0.999987272,1.27e-05,1.05e-14,"ENSG00000124140",57468
"SLC12A6","15",25,34526081,34628881,3453,1.3e-05,3.43e-05,3.63e-06,161,258,9,157.1088902,396.4319743,51.12432433,-0.192451566,3.400702288,5.835913776,0.978179973,0.021820027,1.13e-11,"ENSG00000140199",9990
"SLC13A4","7",16,135366310,135412244,1881,9.97e-06,1.93e-05,1.53e-06,99,145,3,109.753269,208.9667832,20.87305362,0.636329996,2.164374709,3.875211719,0.915550851,0.084444252,4.9e-06,"ENSG00000164707",26266
"SLC16A2","X",6,73641472,73751388,1620,9.09e-06,1.97e-05,9.08e-07,36,66,0,61.2290369,135.009146,8.385160182,1.998810058,2.904967579,2.868437357,0.934351643,0.065340929,0.000307429,"ENSG00000147100",6567
"SLC17A7","19",12,49933775,49944636,1683,1.27e-05,2.54e-05,1.09e-06,104,101,0,137.6103033,267.9042937,15.98028469,1.776218495,4.987628294,3.959878722,0.995932825,0.004066851,3.24e-07,"ENSG00000104888",57030
"SLC18A2","10",15,119001204,119036777,1545,8.21e-06,1.66e-05,1.21e-06,96,150,2,96.02773434,187.1334513,19.55146224,0.001754288,1.327720199,3.931998722,0.971755219,0.028243239,1.54e-06,"ENSG00000165646",6571
"SLC1A2","11",11,35282440,35440513,1725,7.53e-06,1.71e-05,1.06e-06,95,133,2,89.0513119,196.5620656,16.20669349,-0.390796496,2.217506216,3.495711472,0.907792747,0.09217692,3.03e-05,"ENSG00000110436",6506
"SLC1A6","19",9,15061006,15083722,1695,1.02e-05,2.27e-05,8.53e-07,98,142,1,111.6989475,241.79342,12.55633253,0.803545909,3.139034319,3.230563223,0.928911024,0.071012147,7.68e-05,"ENSG00000105143",6511
"SLC24A3","20",17,19193486,19701784,1935,1.19e-05,2.39e-05,1.63e-06,112,175,3,128.8075422,247.5719387,22.96439808,0.91808321,2.255975086,4.126847229,0.959518181,0.040481056,7.64e-07,"ENSG00000185052",57419
"SLC25A14","X",10,129474252,129506924,978,4.16e-06,1.04e-05,1.03e-06,25,34,0,35.48371204,83.55087465,11.57229874,1.091063258,2.651503701,3.369764376,0.979191684,0.02079065,1.77e-05,"ENSG00000102078",9016
"SLC25A19","17",6,73269531,73282845,963,4.94e-06,1.1e-05,5.22e-07,53,126,0,56.42546395,122.5871093,8.186530464,0.282703251,-0.15077094,2.83425957,0.929610776,0.070022684,0.00036654,"ENSG00000125454",60386
"SLC25A25","9",10,130830598,130869723,1512,1.08e-05,2.04e-05,1.03e-06,92,142,1,113.8455902,215.4417382,15.2974926,1.26927385,2.447340138,3.621090692,0.973302049,0.026691324,6.63e-06,"ENSG00000148339",114789
"SLC29A1","6",12,44195050,44201265,1371,6.24e-06,1.42e-05,8.74e-07,61,147,1,74.63723566,163.5151497,14.49466272,0.978584025,0.631711492,3.511135643,0.964281535,0.035704824,1.36e-05,"ENSG00000112759",2030
"SLC2A1","1",10,43392711,43424322,1479,8.69e-06,1.93e-05,9.18e-07,86,100,1,94.94834539,207.1756959,13.03177161,0.569309886,3.642028865,3.301547866,0.93980813,0.060141463,5.04e-05,"ENSG00000117394",6513
"SLC2A13","12",10,40153827,40499610,1947,1.16e-05,2.34e-05,1.35e-06,84,157,2,93.72549496,203.3926369,18.32906991,0.622776272,1.59110071,3.778164738,0.956100909,0.04389447,4.62e-06,"ENSG00000151229",114134
"SLC2A14","12",10,7966911,8016051,1563,7.08e-06,1.57e-05,9.32e-07,68,113,0,78.18505516,169.9490624,13.55064961,0.714087138,2.136701624,3.646445751,0.989967414,0.01002964,2.95e-06,"ENSG00000173262",144195
"SLC30A1","1",2,211748729,211751954,1524,8.97e-06,1.76e-05,6.57e-07,69,117,0,87.71947385,174.9874579,7.595403067,1.239067669,2.144111053,2.730015443,0.913544367,0.085838435,0.000617198,"ENSG00000170385",7779
"SLC30A10","1",4,220088790,220101782,1458,1.1e-05,2.06e-05,6.41e-07,71,103,0,93.54070593,176.5930355,7.887628119,1.444829863,2.70873298,2.782037008,0.921869998,0.07765275,0.000477253,"ENSG00000196660",55532
"SLC30A4","15",7,45777360,45814552,1290,5.86e-06,1.26e-05,9.64e-07,56,124,1,68.50501805,143.2242976,13.59341197,0.936639878,0.785703393,3.383521337,0.950659467,0.049309965,3.06e-05,"ENSG00000104154",7782
"SLC35G1","10",3,95653790,95661247,1098,6.37e-06,1.23e-05,6.57e-07,41,108,0,54.33630699,111.7190944,7.718125709,1.121605279,0.17210387,2.751982228,0.917135938,0.082309979,0.000554083,"ENSG00000176273",159371
"SLC38A1","12",15,46582752,46633583,1464,6.09e-06,1.37e-05,1.27e-06,70,105,2,73.19468817,156.9839994,19.93444459,0.231493244,2.029357184,3.979014516,0.975432123,0.024566785,1.09e-06,"ENSG00000111371",81539
"SLC38A2","12",15,46754893,46765076,1521,5.55e-06,1.3e-05,1.21e-06,77,145,2,67.14056882,149.5795569,19.3269715,-0.745948246,0.183150375,3.904186043,0.969357,0.030641113,1.89e-06,"ENSG00000134294",54407
"SLC38A4","12",15,47160483,47186854,1644,5.59e-06,1.43e-05,1.43e-06,66,147,3,68.06538696,164.0124835,22.00214704,0.155198798,0.649749745,4.012914087,0.942982186,0.057016011,1.8e-06,"ENSG00000139209",55089
"SLC38A5","X",15,48317318,48326311,1419,6.84e-06,1.53e-05,1.23e-06,51,40,0,44.34018122,93.75158761,11.26448274,-0.620030842,2.715304082,3.324644909,0.976708482,0.023268194,2.33e-05,"ENSG00000017483",92745
"SLC39A10","2",9,196544766,196599765,2496,8.03e-06,2.15e-05,1.25e-06,117,204,0,94.28525061,246.5073497,17.69059064,-1.45022558,1.32423511,4.166398935,0.99785064,0.002149292,6.83e-08,"ENSG00000196950",57181
"SLC3A2","11",12,62623741,62656165,1896,1.23e-05,2.34e-05,1.35e-06,87,159,2,116.4099267,223.6233805,16.74162321,1.689849578,2.113721155,3.568915292,0.923234161,0.076746889,1.89e-05,"ENSG00000168003",6520
"SLC40A1","2",8,190426603,190445186,1716,6.34e-06,1.53e-05,1.5e-06,63,127,2,74.30493343,174.7028178,20.1867736,0.813033627,1.765266689,4.009699769,0.977595135,0.022403996,8.7e-07,"ENSG00000138449",30061
"SLC41A2","12",10,105198929,105322305,1722,5.5e-06,1.35e-05,1.09e-06,55,110,2,65.98032541,156.3417294,16.37908372,0.838026201,1.812804731,3.5194609,0.913051821,0.086922104,2.61e-05,"ENSG00000136052",84102
"SLC44A1","9",16,108007149,108151337,1974,7.4e-06,1.8e-05,1.76e-06,86,166,1,82.19067795,198.2542948,24.93147486,-0.260486763,1.120450733,4.747720309,0.999253571,0.000746428,1.05e-09,"ENSG00000070214",23446
"SLC4A1","17",19,42327825,42340234,2736,1.47e-05,3.22e-05,2.03e-06,172,291,5,167.8472891,356.4372661,29.48830507,-0.198711424,1.695314713,4.467077912,0.909484295,0.090515465,2.4e-07,"ENSG00000004939",6521
"SLC4A2","7",22,150759074,150773454,3726,2.16e-05,5.01e-05,2.74e-06,217,369,2,227.1573442,521.6027127,37.17509577,0.417796091,3.268200991,5.71477193,0.999960116,3.99e-05,1.69e-13,"ENSG00000164889",6522
"SLC4A4","4",24,72102293,72433610,3285,1.21e-05,2.94e-05,2.22e-06,154,216,0,144.495874,337.4628738,34.3716127,-0.490154153,3.234052741,5.807505511,0.999995795,4.21e-06,1.72e-14,"ENSG00000080493",8671
"SLC4A8","12",25,51818771,51901222,3282,1.2e-05,3.1e-05,2.67e-06,144,202,3,135.6462105,339.5223391,38.37147998,-0.444661675,3.650525946,5.656381,0.999867374,0.000132626,6.38e-13,"ENSG00000050438",9498
"SLC6A1","3",14,11058897,11078652,1800,1.01e-05,2.05e-05,1.4e-06,127,94,0,115.6735732,226.151734,20.70118174,-0.652866285,4.298226397,4.506996737,0.999301879,0.000698116,4.41e-09,"ENSG00000157103",6529
"SLC6A14","X",14,115567877,115590121,1929,6.45e-06,1.6e-05,1.64e-06,60,93,1,52.96932906,124.9835809,17.07599389,-0.598871907,1.399320782,3.853670625,0.986093843,0.013904829,1.33e-06,"ENSG00000268104",11254
"SLC6A17","1",11,110709551,110741066,2184,1.24e-05,2.59e-05,1.3e-06,129,193,2,140.317157,288.0781851,18.78555744,0.592288084,2.739947467,3.83630795,0.962734836,0.037262094,3.07e-06,"ENSG00000197106",388662
"SLC6A3","5",14,1394849,1443312,1863,1.35e-05,2.46e-05,1.6e-06,151,157,1,145.7536915,262.3566359,21.23922237,-0.269397014,3.181502164,4.350250488,0.997036902,0.002963067,3.03e-08,"ENSG00000142319",6531
"SLC6A6","3",13,14485142,14526515,1863,1e-05,2.08e-05,1.38e-06,108,119,2,116.9389936,236.8421509,20.82608856,0.512458498,3.745309728,4.086448162,0.98227565,0.017723862,4.88e-07,"ENSG00000131389",6533
"SLC6A8","X",13,152954029,152960669,1908,1.34e-05,2.45e-05,1.58e-06,91,71,0,84.94738282,155.4947939,14.124322,-0.407115739,3.314274713,3.722832247,0.991889603,0.008108647,1.75e-06,"ENSG00000130821",6535
"SLC7A3","X",11,70145662,70149847,1860,8e-06,1.88e-05,1.13e-06,64,102,0,53.49158807,122.2178814,10.37514829,-0.890725236,0.894509815,3.190706705,0.967794266,0.032153771,5.2e-05,"ENSG00000165349",84889
"SLC8A1","2",10,40342392,40657420,2922,1.11e-05,2.65e-05,1.58e-06,173,238,2,129.4668448,304.7016633,21.93191906,-2.371869431,1.869028563,4.215998725,0.988208625,0.011791196,1.79e-07,"ENSG00000183023",6546
"SLC9A1","1",12,27426797,27480825,2448,1.55e-05,3.13e-05,1.65e-06,145,177,3,172.9842063,342.1934087,22.5012823,1.31904351,4.36790653,4.072388799,0.95222813,0.047770714,1.16e-06,"ENSG00000090020",6548
"SLC9A3","5",17,473493,524437,2505,2.2e-05,3.96e-05,2.14e-06,204,239,3,202.1376414,367.5072423,26.32871384,-0.081208009,3.278770403,4.503661169,0.988153998,0.011845965,3.67e-08,"ENSG00000066230",6550
"SLC9A6","X",16,135067661,135126883,2106,9.35e-06,2.26e-05,1.83e-06,61,73,2,77.41346687,179.9123869,19.96087719,1.156489194,3.898647652,3.98224005,0.975667934,0.024331,1.07e-06,"ENSG00000198689",10479
"SLC9A7","X",17,46466386,46618464,2178,1.29e-05,2.53e-05,1.85e-06,72,107,2,89.61019816,171.5885401,18.17999459,1.153280674,2.411724004,3.758990607,0.953699987,0.046294733,5.28e-06,"ENSG00000065923",84679
"SLIT1","10",37,98760868,98945431,4605,2.69e-05,5.68e-05,3.97e-06,265,440,6,283.7891093,589.8329571,53.3396216,0.691444867,3.017584279,6.420805278,0.999930815,6.92e-05,1.08e-15,"ENSG00000187122",6585
"SLIT2","4",37,20255438,20620632,4590,1.93e-05,4.69e-05,4.11e-06,224,454,5,229.49486,534.8663902,60.44533045,0.224865476,1.710258869,7.064367801,0.999999067,9.33e-07,1.49e-19,"ENSG00000145147",9353
"SLIT3","5",36,168093458,168727713,4572,2.76e-05,5.67e-05,4.46e-06,291,509,11,287.9160692,580.3546414,62.59297639,-0.112672198,1.448744203,6.459776183,0.991788384,0.008211616,4.2e-14,"ENSG00000184347",6586
"SLITRK1","13",1,84453551,84455642,2091,1.25e-05,2.25e-05,1.51e-06,114,194,1,142.192,255.5367534,17.5741196,1.465675295,1.882888438,3.916366728,0.988430446,0.011568708,8.46e-07,"ENSG00000178235",114798
"SLMAP","3",21,57743378,57913115,2436,8.93e-06,2.23e-05,2.72e-06,96,203,4,105.2052269,251.001353,38.43243893,0.556370494,1.481945689,5.501846612,0.999325965,0.000674035,6.78e-12,"ENSG00000163681",7871
"SLTM","15",21,59172197,59225764,3105,1.2e-05,3.31e-05,4.32e-06,128,263,5,140.1104448,375.2408558,56.82402242,0.634268018,2.834082602,6.810121148,0.999996387,3.61e-06,4.03e-18,"ENSG00000137776",79811
"SMAD2","18",10,45368197,45423127,1404,4.96e-06,1.24e-05,1.61e-06,65,53,2,59.31520438,141.9625241,21.92553134,-0.457595391,3.652049331,4.215262025,0.988180754,0.011819065,1.8e-07,"ENSG00000175387",4087
"SMAD4","18",11,48573416,48604837,1659,6.25e-06,1.56e-05,1.31e-06,72,65,2,74.73312621,179.5922834,19.15881389,0.195998685,4.182423885,3.883226447,0.967432536,0.032565268,2.2e-06,"ENSG00000141646",4089
"SMAD5","5",7,135489449,135513168,1395,4.55e-06,1.25e-05,9.44e-07,49,76,0,51.02270232,135.8492375,12.66022341,0.175549349,2.511575521,3.524603914,0.986055593,0.013937804,6.6e-06,"ENSG00000113658",4090
"SMAD7","18",4,46447741,46476794,1281,1.1e-05,1.91e-05,1.04e-06,83,73,0,101.6806868,178.9793993,11.14807742,1.148479782,3.874685022,3.307422916,0.975695731,0.024278362,2.59e-05,"ENSG00000101665",4092
"SMAP1","6",11,71377726,71570037,1404,5.32e-06,1.21e-05,1.19e-06,78,119,1,59.89645866,132.4457809,16.64307879,-1.450148195,0.571457658,3.798350473,0.983689233,0.016308801,1.97e-06,"ENSG00000112305",60682
"SMARCA1","X",24,128582285,128657347,3165,1.1e-05,3.14e-05,3.8e-06,80,155,2,90.26583964,242.1110325,36.39706785,0.669857129,2.738307193,5.647782171,0.999946646,5.34e-05,3.43e-13,"ENSG00000102038",6594
"SMARCA2","9",33,2029022,2192739,4773,2.28e-05,5.3e-05,4.63e-06,285,289,6,241.5075031,557.7322315,63.19256615,-1.734996194,5.565745427,7.126827808,0.999998264,1.74e-06,1.37e-19,"ENSG00000080503",6595
"SMARCA4","19",34,11094827,11172492,4944,3.44e-05,7.07e-05,4.51e-06,342,261,1,358.7432575,719.6791144,58.76375449,0.548022783,8.362882107,7.464321411,0.999999998,2.39e-09,4.32e-23,"ENSG00000127616",6597
"SMARCA5","4",24,144435077,144474337,3159,1.21e-05,3.01e-05,3.49e-06,106,122,1,128.2022326,323.7328935,47.78566721,1.215619747,5.484029939,6.704303621,0.999999855,1.45e-07,9.54e-19,"ENSG00000153147",8467
"SMARCAD1","4",23,95129545,95210685,3087,9.25e-06,2.54e-05,2.71e-06,129,182,1,111.7518639,290.3612073,39.5136704,-1.011493917,3.110433768,6.069192701,0.999996803,3.2e-06,1.79e-15,"ENSG00000163104",56916
"SMARCB1","22",9,24129356,24176367,1158,7.16e-06,1.41e-05,1.16e-06,66,43,0,83.28030406,159.3580316,16.63012623,1.173895921,4.508434668,4.039592107,0.996807634,0.003192187,1.79e-07,"ENSG00000099956",6598
"SMARCC1","3",28,47629698,47823287,3318,1.34e-05,3.25e-05,3.48e-06,147,270,2,154.3845179,362.9575411,49.4369434,0.368441654,2.386563478,6.683140063,0.999999593,4.07e-07,2.38e-18,"ENSG00000173473",6599
"SMARCC2","12",28,56557472,56583245,3645,1.78e-05,3.82e-05,3.48e-06,204,256,0,210.3026196,438.3551904,50.28481569,0.269430609,4.260117055,7.024382347,0.999999989,1.09e-08,8.71e-21,"ENSG00000139613",6601
